nombre,apellido1,apellido2,sexo,fecha_nacimiento,ano_nacimiento,email,telefono,provincia,nif,d_aprendizaje,d_audicion,d_autocuidado,d_comunicacion,d_movilidad,d_relaciones_sociales,d_vida_domestica,d_vision,edad_en_dias,edad,enfermedad_terminal,enfermedad_terminal_en_dias,valoracion_usuario,fecha_cancelacion,id_provincia,id_usuario
Plácido,Acuña,Romero,Hombre,1921-05-18,1921,escalonaabilio@example.com,+34845126240,Sevilla,76113517-Z,0,0,98,0,46,0,0,34,37466,102,No,0,30,,144,0396
Ascensión,Tamarit,Agustí,Mujer,1928-05-10,1928,ramiro97@example.net,+34876 02 30 76,Cuenca,19951915-J,0,0,0,0,0,0,0,0,34917,95,No,0,71,,120,0397
Yéssica,Bayo,Serra,Mujer,1905-11-06,1905,aragonesjoaquin@example.net,+34 976 519 693,Málaga,61439912-O,0,0,0,0,0,0,0,0,43138,118,No,0,75,,133,0398
Corona,Solano,Ríos,Mujer,1929-12-16,1929,dpera@example.net,+34 822 635 672,Tarragona,35027368-M,0,0,0,0,0,0,0,0,34332,93,No,0,77,,146,0399
Claudio,Barco,Gallo,Hombre,1952-04-27,1952,loidagirona@example.org,+34 945 53 77 23,Valencia,32811170-C,0,0,0,0,0,0,0,0,26164,71,No,0,70,,149,0400
Glauco,Vega,Sánchez,Hombre,1913-05-21,1913,companymanu@example.org,+34 824663259,Burgos,23782730-K,0,0,0,0,0,0,0,0,40385,110,No,0,26,,111,0401
Nazaret,Márquez,Rivero,Mujer,1945-02-07,1945,irocha@example.org,+34 720 239 223,Soria,88481768-Y,0,0,0,0,0,0,0,0,28800,78,No,0,85,,145,0402
Ramón,Bayona,Alberto,Hombre,1943-12-28,1943,croldan@example.net,+34 978308613,Valladolid,84765113-R,0,0,0,0,0,0,0,0,29207,79,No,0,30,,150,0403
Salomón,Cózar,Gargallo,Hombre,1927-03-11,1927,yropero@example.net,+34837 46 04 18,Córdoba,84983835-B,0,0,0,0,0,0,0,0,35343,96,No,0,61,,118,0404
Francisco Jose,Baena,Román,Hombre,1948-01-17,1948,zapatarodrigo@example.com,+34 846 264 524,Badajoz,96095264-S,0,0,0,0,0,0,0,0,27726,75,No,0,45,,107,0405
Celia,Llorens,Sanmiguel,Mujer,1926-12-24,1926,odalisavila@example.com,+34 887058996,Albacete,95243097-B,0,0,0,0,0,0,0,0,35420,96,No,0,97,,102,0406
Aureliano,Teruel,Vicens,Hombre,1903-09-16,1903,rebeca63@example.com,+34977 92 83 79,Lugo,60814943-H,0,0,0,0,0,0,0,0,43920,120,No,0,59,,131,0407
Mariana,Sevillano,Franch,Mujer,1920-10-16,1920,vbeltran@example.org,+34848 51 93 07,Barcelona,35737232-Y,0,0,0,0,0,0,0,0,37680,103,No,0,88,,109,0408
Anastasio,Segovia,Anglada,Hombre,1945-05-12,1945,bernarda04@example.net,+34 921 180 443,Valladolid,90679013-J,0,0,0,0,0,0,0,0,28706,78,No,0,39,,150,0409
Angelita,Escolano,Lucena,Mujer,1941-02-27,1941,zuritaabril@example.net,+34877 146 030,Cantabria,72417475-N,0,0,0,0,0,0,0,0,30241,82,No,0,49,,114,0410
Trini,León,Cases,Mujer,1917-09-27,1917,valeriotejedor@example.org,+34823 72 06 88,Barcelona,62495803-T,0,0,0,0,0,0,0,0,38795,106,No,0,35,,109,0411
Cesar,Andrés,Hernández,Hombre,1939-06-16,1939,mnoguera@example.net,+34 806681816,Cuenca,81110984-G,0,0,0,0,0,0,0,0,30863,84,No,0,48,,120,0412
Teodoro,Batalla,Ocaña,Hombre,1936-08-28,1936,calistovergara@example.com,+34 881415174,Córdoba,45192517-T,0,0,0,0,0,0,0,0,31885,87,No,0,37,,118,0413
Tristán,Garmendia,Morillo,Hombre,1917-04-17,1917,claudioriquelme@example.com,+34 946 65 55 66,Zaragoza,49978773-N,0,0,0,0,0,0,0,0,38958,106,No,0,16,,152,0414
Eliana,Perales,Arrieta,Mujer,1920-04-25,1920,anita04@example.org,+34910374947,Granada,88224237-X,0,0,0,0,0,0,0,0,37854,103,No,0,61,,123,0415
Zaida,Manjón,Aliaga,Mujer,1912-02-23,1912,amor48@example.org,+34 728259773,Sevilla,74745797-J,0,0,0,0,0,0,0,0,40838,111,No,0,51,,144,0416
Heraclio,Riera,Guzman,Hombre,1918-05-13,1918,maria-pilarrueda@example.org,+34 982 047 360,Córdoba,69511056-E,0,0,0,0,0,0,0,0,38567,105,No,0,72,,118,0417
León,Pedraza,Ramirez,Hombre,1949-10-05,1949,joaquinaarce@example.org,+34 873 165 592,Cantabria,36999966-Q,0,0,0,0,0,0,0,0,27099,74,No,0,72,,114,0418
Victor,Acero,Ramos,Hombre,1949-06-13,1949,eleuteriotorrijos@example.com,+34 733 05 62 58,Madrid,91664415-L,0,0,0,0,0,0,0,0,27213,74,No,0,44,,132,0419
Juan Bautista,Cañellas,Macias,Hombre,1923-03-06,1923,bbonet@example.org,+34 923 57 02 07,Cantabria,34713274-Y,0,0,0,0,0,0,0,0,36809,100,No,0,42,,114,0420
Basilio,Pla,Balaguer,Hombre,1903-10-27,1903,guillenprimitiva@example.org,+34902 63 79 59,Cuenca,15208496-E,0,0,0,0,0,0,0,0,43879,120,No,0,73,,120,0421
Jenaro,Colom,Hernando,Hombre,1960-09-04,1960,rodolfo79@example.net,+34980382060,Valladolid,97296674-U,0,0,0,0,0,0,0,0,23112,63,No,0,68,,150,0422
Ana,Gimeno,Collado,Mujer,1903-01-17,1903,ricomur@example.com,+34988 17 24 82,Ourense,63644339-F,0,0,0,0,0,0,0,0,44162,120,No,0,54,,137,0423
Concepción,Rivera,Bou,Mujer,1945-12-26,1945,jpalmer@example.com,+34 922 09 55 55,Cantabria,41366033-H,0,0,0,0,0,0,0,0,28478,77,No,0,69,,114,0424
Luis,Cózar,Bustamante,Hombre,1952-08-20,1952,rabellan@example.com,+34 922 19 88 00,Almería,93765859-F,0,0,0,0,0,0,0,0,26049,71,No,0,34,,104,0425
Kike,Patiño,Gibert,Hombre,1919-09-04,1919,xarteaga@example.com,+34973100390,Murcia,77209646-U,0,0,0,0,0,0,0,0,38088,104,No,0,40,,135,0426
Isabel,Tolosa,Pérez,Mujer,1959-12-25,1959,brionescarlota@example.org,+34 879 194 539,Albacete,21783709-Z,0,0,0,0,0,0,0,0,23366,63,No,0,47,,102,0427
Santiago,Giralt,Pino,Hombre,1959-07-01,1959,mario91@example.net,+34 928 26 97 55,"Palmas, Las",31977180-O,0,0,0,0,0,0,0,0,23543,64,No,0,42,,139,0428
Ariel,Planas,Echevarría,Hombre,1940-08-03,1940,paulinovalbuena@example.com,+34846 701 797,Asturias,29364081-T,0,0,0,0,0,0,0,0,30449,83,No,0,0,,105,0429
Valeria,Dominguez,Carbajo,Mujer,1911-02-04,1911,eusebiaflor@example.com,+34823 273 950,Cantabria,40431074-I,0,0,0,0,0,0,0,0,41222,112,No,0,70,,114,0430
Perlita,Verdejo,Llobet,Mujer,1939-08-10,1939,hectorposada@example.net,+34 983 96 51 58,Teruel,41885702-O,0,0,0,0,0,0,0,0,30808,84,No,0,29,,147,0431
Ricarda,Tejera,Tomás,Mujer,1906-08-01,1906,constanza10@example.org,+34843 33 06 15,Cantabria,20274756-I,0,0,0,0,0,0,0,0,42870,117,No,0,84,,114,0432
Encarnacion,Rubio,Roldán,Mujer,1951-05-29,1951,lgaliano@example.net,+34923018479,"Palmas, Las",99524358-Y,0,0,0,0,0,0,0,0,26498,72,No,0,88,,139,0433
Eduardo,Puga,Caparrós,Hombre,1958-04-29,1958,francisco-jose48@example.com,+34635322846,Segovia,64706011-T,0,0,0,0,0,0,0,0,23971,65,No,0,51,,143,0434
Elías,Vilanova,Páez,Hombre,1949-01-03,1949,guadalupecastejon@example.com,+34876 380 823,Huesca,38878683-Z,0,0,0,0,0,0,0,0,27374,74,No,0,17,,126,0435
Saturnino,Sandoval,Alonso,Hombre,1942-08-11,1942,josuearnau@example.com,+34825 86 01 92,Salamanca,23889685-B,0,0,0,0,0,0,0,0,29711,81,No,0,51,2023-10-13,141,0436
Lorenza,Llanos,Lara,Mujer,1949-07-01,1949,unebot@example.net,+34 676 351 545,Valladolid,93928789-T,0,0,0,0,42,0,0,0,27195,74,No,0,23,,150,0437
Odalys,Comas,Canals,Mujer,1943-11-01,1943,ciriacobauza@example.org,+34976 292 212,Segovia,91107743-Z,0,0,0,0,0,0,0,0,29264,80,No,0,53,,143,0438
Inocencio,Mateu,Serra,Hombre,1908-06-17,1908,ochoadomingo@example.org,+34 800 485 508,Girona,40473873-L,0,0,0,0,0,0,0,0,42184,115,No,0,95,,122,0439
Vilma,Tirado,Daza,Mujer,1951-01-03,1951,saldanalupe@example.org,+34 818403120,Lugo,11584098-G,0,0,0,0,0,0,0,0,26644,72,No,0,77,,131,0440
Dulce,Marti,Barberá,Mujer,1963-02-09,1963,griselda45@example.org,+34 876 67 11 11,Santa Cruz de Tenerife,32832571-F,0,0,0,0,0,0,0,0,22224,60,No,0,86,,142,0441
Cosme,Escobar,Zaragoza,Hombre,1937-01-13,1937,loida02@example.net,+34 886 39 00 13,Ávila,99141496-M,0,0,0,0,0,0,0,0,31747,86,No,0,99,,106,0442
Marita,Nebot,Pino,Mujer,1958-08-17,1958,campsrosalinda@example.net,+34 821 294 530,Huelva,19701323-F,0,0,0,0,0,0,0,0,23861,65,No,0,77,,125,0443
Maximino,Francisco,Lluch,Hombre,1940-05-13,1940,manzanaressocorro@example.org,+34946 016 169,Burgos,68515577-N,0,0,0,0,0,0,0,0,30531,83,No,0,37,,111,0444
Porfirio,Galván,Gomis,Hombre,1960-02-15,1960,eugeniamanzanares@example.net,+34946855914,"Balears, Illes",28896363-P,0,0,0,0,0,0,0,0,23314,63,No,0,97,,108,0445
Teófilo,Agullo,Casares,Hombre,1914-10-01,1914,marcosriba@example.com,+34 985 41 46 55,Soria,66686646-A,0,0,0,0,0,0,0,0,39887,109,No,0,62,,145,0446
Gloria,Beltran,Sierra,Mujer,1941-10-06,1941,rieravalero@example.net,+34877 857 474,Ourense,20476163-T,0,0,0,0,0,0,0,0,30020,82,No,0,5,,137,0447
María Fernanda,Pardo,Clemente,Mujer,1957-02-28,1957,yagoegea@example.net,+34949223308,Salamanca,83254585-L,0,0,0,0,0,0,0,0,24396,66,No,0,0,,141,0448
Coral,Fuente,Pons,Mujer,1954-01-30,1954,allerjulieta@example.com,+34853612363,Cáceres,49500773-X,0,0,16,0,10,0,0,79,25521,69,No,0,7,,112,0449
Jordi,Agullo,Vara,Hombre,1922-10-22,1922,ipuente@example.com,+34 749420491,Huelva,16722122-O,0,0,0,0,0,0,0,0,36944,101,No,0,36,,125,0450
Samanta,Pazos,Mateos,Mujer,1937-04-29,1937,alcaldeflor@example.org,+34 883 526 411,Cantabria,10482665-L,0,0,0,0,0,0,0,0,31641,86,No,0,29,,114,0451
Micaela,Carvajal,Rebollo,Mujer,1908-09-23,1908,paolabarco@example.net,+34833562573,Almería,65331687-F,0,0,0,0,0,0,0,0,42086,115,No,0,65,,104,0452
Tecla,Pavón,Olmedo,Mujer,1912-02-22,1912,angelina72@example.net,+34971 63 62 60,Zaragoza,95847613-R,0,0,0,0,0,0,0,0,40839,111,No,0,44,,152,0453
Yolanda,Barbero,Salgado,Mujer,1923-10-13,1923,amparo51@example.net,+34 845759143,"Palmas, Las",50273678-A,0,0,0,0,0,0,0,0,36588,100,No,0,17,,139,0454
Vidal,Castells,Anglada,Hombre,1927-08-25,1927,bpuente@example.net,+34974 834 674,Castellón,87383885-R,0,0,0,0,0,0,0,0,35176,96,No,0,78,,115,0455
Georgina,Burgos,Mayo,Mujer,1960-02-12,1960,sansluisa@example.com,+34803 188 254,Alicante,66728275-D,0,0,0,0,0,0,0,0,23317,63,No,0,30,,103,0456
Olivia,Naranjo,Valle,Mujer,1925-10-06,1925,feliperivas@example.com,+34 887 053 579,Valladolid,94373144-I,0,0,0,0,0,0,0,0,35864,98,No,0,0,,150,0457
Priscila,Yáñez,Criado,Mujer,1954-11-07,1954,efajardo@example.net,+34927 72 27 79,Asturias,57745124-I,0,0,0,0,0,0,0,0,25240,69,No,0,87,,105,0458
Lucila,Valle,Pinedo,Mujer,1923-10-16,1923,sanmartinnoa@example.org,+34885 969 165,Jaén,39462295-P,0,0,0,0,0,0,0,0,36585,100,No,0,39,,127,0459
Amor,Cepeda,Gallardo,Hombre,1907-11-17,1907,geronimo26@example.org,+34 827 69 06 69,Lleida,79757855-V,0,0,0,0,0,0,0,0,42397,116,No,0,79,,130,0460
Jose Angel,Gallart,Coronado,Hombre,1954-07-06,1954,valeriaesparza@example.net,+34857 533 399,Huelva,58732415-B,0,0,0,0,0,0,0,0,25364,69,No,0,35,,125,0461
Gerónimo,Meléndez,Barroso,Hombre,1947-05-14,1947,beltranmerche@example.org,+34849649812,Melilla,47253987-B,0,0,0,0,0,0,0,0,27974,76,No,0,2,,134,0462
Azahar,Arnal,Ríos,Mujer,1908-07-19,1908,nlara@example.org,+34902 945 683,Cáceres,64268333-Z,0,0,0,0,0,0,0,0,42152,115,No,0,92,,112,0463
Ámbar,Ribes,Arroyo,Mujer,1935-10-28,1935,salinasamancio@example.com,+34728 48 53 66,León,65945612-S,0,0,0,0,0,0,0,0,32190,88,No,0,89,,129,0464
Estefanía,Avilés,Galindo,Mujer,1930-06-25,1930,salvajose-manuel@example.org,+34947 19 51 22,Segovia,54684803-R,0,0,0,0,0,0,0,0,34141,93,No,0,57,,143,0465
Rogelio,Pereira,Tena,Hombre,1922-04-20,1922,galcolea@example.org,+34971406489,Bizkaia,96219950-I,0,0,0,0,0,0,0,0,37129,101,No,0,18,,110,0466
Mauricio,Peinado,Segarra,Hombre,1945-12-08,1945,martinezrodrigo@example.net,+34923 42 22 93,Ciudad Real,96387386-E,0,0,0,0,0,0,0,0,28496,78,No,0,30,,117,0467
Anunciación,Bauzà,Coloma,Mujer,1942-08-11,1942,fmuniz@example.com,+34826 89 24 45,Soria,56914557-L,0,0,0,0,0,0,0,0,29711,81,No,0,77,,145,0468
Jordana,Tirado,Boada,Mujer,1936-09-06,1936,trilloteo@example.org,+34 800 550 479,Granada,34236068-W,0,0,0,0,0,0,0,0,31876,87,No,0,53,,123,0469
Berta,Palau,Martín,Mujer,1955-08-23,1955,corteslupita@example.org,+34 974862550,Valladolid,16586619-X,0,0,0,0,0,0,0,0,24951,68,No,0,68,,150,0470
León,Blanes,Bosch,Hombre,1939-03-25,1939,framos@example.com,+34 923910637,Ceuta,44296383-B,0,0,0,0,0,0,0,0,30946,84,No,0,6,,116,0471
Marciano,Falcón,Sola,Hombre,1950-03-09,1950,cluz@example.com,+34828 85 85 41,Lleida,46417300-U,0,0,0,0,0,0,0,0,26944,73,No,0,57,,130,0472
Constanza,Borrás,Barba,Mujer,1933-03-10,1933,magdalenaalmagro@example.org,+34926 658 505,Gipuzkoa,54607956-A,0,0,0,0,0,0,0,0,33152,90,No,0,23,,121,0473
Estefanía,Rojas,Poza,Mujer,1932-04-06,1932,bernardarossello@example.com,+34883635681,Badajoz,71586956-M,0,0,0,0,0,0,0,0,33490,91,No,0,100,,107,0474
Olalla,Gracia,Marcos,Mujer,1945-12-17,1945,eligia74@example.com,+34 629 94 84 09,Castellón,67539528-E,0,0,0,0,0,0,0,0,28487,77,No,0,79,,115,0475
Almudena,Albero,Castañeda,Mujer,1904-02-11,1904,vera92@example.org,+34822 529 520,Huesca,60633095-D,0,0,0,0,0,0,0,0,43772,119,No,0,35,,126,0476
Rico,Lastra,Ballester,Hombre,1940-10-31,1940,barberogustavo@example.com,+34 987085190,Pontevedra,59902629-H,0,0,0,0,0,0,0,0,30360,83,No,0,94,,140,0477
José Antonio,Manuel,Olivares,Hombre,1937-03-29,1937,silvestrebenitez@example.net,+34 827481097,Guadalajara,70304313-B,0,0,0,0,0,0,0,0,31672,86,No,0,11,,124,0478
Ramona,Manrique,Merino,Mujer,1961-10-06,1961,garatebibiana@example.org,+34878 862 762,Valladolid,62266703-F,0,0,0,0,0,0,0,0,22715,62,No,0,91,,150,0479
Febe,Iglesia,Batlle,Mujer,1958-02-19,1958,casanovascandela@example.com,+34878 568 210,Lleida,46005323-N,0,0,0,0,0,0,0,0,24040,65,No,0,96,,130,0480
Eulalia,Diaz,Taboada,Mujer,1936-04-02,1936,purificacion77@example.com,+34708588234,Teruel,28568547-H,0,0,0,0,0,0,0,0,32033,87,No,0,22,,147,0481
Marciano,Villanueva,Amat,Hombre,1904-12-22,1904,graciana94@example.com,+34985 14 01 26,Zaragoza,89516168-O,0,0,0,0,0,0,0,0,43457,118,No,0,53,,152,0482
Olimpia,Marqués,Alemán,Mujer,1927-02-13,1927,carteaga@example.net,+34 820 47 79 32,Barcelona,41975615-T,0,0,0,0,0,0,0,0,35369,96,No,0,25,,109,0483
Eusebia,Gomis,Samper,Mujer,1906-11-01,1906,german14@example.com,+34 948297836,Salamanca,21551684-Y,0,0,0,0,0,0,0,0,42778,117,No,0,60,,141,0484
Leonor,Godoy,Ramírez,Mujer,1907-07-30,1907,asensioedelmira@example.org,+34887 34 12 28,Zaragoza,16819664-E,0,0,0,0,0,0,0,0,42507,116,No,0,26,,152,0485
Ximena,Figuerola,Rebollo,Mujer,1922-11-06,1922,alemanpepito@example.com,+34 988 822 880,Bizkaia,23203382-U,0,0,0,0,0,0,0,0,36929,101,No,0,95,,110,0486
Rosalinda,Porta,Ramis,Mujer,1932-01-03,1932,remigio57@example.com,+34 844 89 78 89,Lugo,79988314-Q,0,0,0,0,0,0,0,0,33584,91,No,0,3,,131,0487
Trini,Cortina,Marín,Mujer,1953-03-03,1953,anunciacion87@example.com,+34 828 74 84 56,La Rioja,45240611-N,0,0,0,0,0,0,0,0,25854,70,No,0,32,,128,0488
Hilda,Calderon,Lluch,Mujer,1946-07-15,1946,aurelio13@example.org,+34984679515,Toledo,36710034-K,0,0,0,0,0,0,0,0,28277,77,No,0,65,,148,0489
Esmeralda,Suarez,Acuña,Mujer,1903-09-25,1903,carlos58@example.com,+34 749099316,"Coruña, A",88204560-C,0,25,0,0,0,0,0,0,43911,120,No,0,24,,119,0490
Gustavo,Amores,García,Hombre,1914-05-07,1914,olimpiavarela@example.net,+34 983271975,Cantabria,51108431-X,0,0,0,0,0,0,0,0,40034,109,No,0,2,,114,0491
Loreto,Sureda,Belmonte,Hombre,1914-11-14,1914,florentinacamps@example.net,+34 725971373,Soria,43246488-M,0,0,0,0,0,0,0,0,39843,109,No,0,82,,145,0492
Maricruz,Miguel,Pedro,Mujer,1955-09-24,1955,edgarvillalobos@example.net,+34 986 03 12 61,"Balears, Illes",88829545-Z,0,0,0,0,0,0,0,0,24919,68,No,0,14,,108,0493
Imelda,Ballester,Galindo,Mujer,1904-06-04,1904,brueda@example.org,+34885 80 35 45,Pontevedra,25014257-V,0,0,0,0,0,0,0,0,43658,119,No,0,4,,140,0494
Octavia,Ródenas,Moll,Mujer,1933-11-29,1933,garciaclotilde@example.net,+34630694757,Huesca,90008235-F,0,0,0,0,0,0,0,0,32888,90,No,0,95,,126,0495
Kike,Río,Oliver,Hombre,1913-07-08,1913,esperanzabaquero@example.com,+34 885 09 42 10,Lugo,93626778-Y,0,0,0,0,0,0,0,0,40337,110,No,0,28,,131,0496
Flor,Meléndez,Guitart,Mujer,1925-05-14,1925,calixta57@example.org,+34 848 180 299,Burgos,11744233-H,0,0,0,0,0,0,0,0,36009,98,No,0,54,,111,0497
Dolores,Marti,Montero,Mujer,1955-01-28,1955,dora06@example.com,+34 973 03 56 54,Zamora,64061905-L,0,0,0,0,0,0,0,0,25158,68,No,0,39,,151,0498
Lina,Arias,Ortuño,Mujer,1961-05-02,1961,clementina68@example.org,+34 876 02 41 73,"Palmas, Las",96096098-U,0,0,0,0,0,0,0,0,22872,62,No,0,12,,139,0499
Lourdes,Cadenas,Corral,Mujer,1923-08-10,1923,juan-pablo98@example.com,+34 842437773,Navarra,75577048-O,0,0,0,0,0,0,0,0,36652,100,No,0,12,,136,0500
Florentina,Roselló,Pérez,Mujer,1939-03-05,1939,tamaritcarmen@example.com,+34 922 497 555,Salamanca,45931675-X,0,0,0,0,0,0,0,0,30966,84,No,0,44,,141,0501
Nando,Zorrilla,Arellano,Hombre,1934-08-26,1934,teodora54@example.com,+34926 605 641,Lugo,68491932-C,0,0,0,0,0,0,0,0,32618,89,No,0,39,,131,0502
Abilio,Diez,Angulo,Hombre,1927-01-05,1927,pradomaxi@example.com,+34803 39 02 79,Castellón,76022530-M,0,0,0,0,0,0,0,0,35408,96,No,0,42,,115,0503
Eligia,Suárez,Ramón,Mujer,1930-06-05,1930,ruanomaricruz@example.org,+34941 56 63 60,Huelva,44503147-N,0,0,0,0,0,0,0,0,34161,93,No,0,79,,125,0504
Nicodemo,Querol,Andrade,Hombre,1946-07-26,1946,taniabeltran@example.org,+34925 62 18 62,Huelva,43778184-I,0,0,0,0,0,0,0,0,28266,77,No,0,1,,125,0505
Diana,Pombo,Mena,Mujer,1962-04-17,1962,qprat@example.com,+34 824 10 39 59,Granada,48645063-Z,0,0,0,0,0,0,0,0,22522,61,No,0,17,,123,0506
Eliana,Jódar,Bayo,Mujer,1929-05-10,1929,bbonet@example.com,+34803 038 312,Ávila,92512240-C,0,0,0,0,0,0,0,0,34552,94,No,0,53,,106,0507
Joan,Torre,Río,Hombre,1949-02-24,1949,iguardia@example.org,+34 926 692 392,Pontevedra,27970632-O,0,0,0,0,0,0,0,0,27322,74,Sí,26,99,,140,0508
Custodia,Samper,Belmonte,Mujer,1961-12-30,1961,zmoliner@example.com,+34884296703,Ceuta,14937473-F,0,0,0,0,0,0,0,0,22630,61,No,0,24,,116,0509
Quirino,Marti,Frías,Hombre,1947-09-02,1947,natividadalcolea@example.net,+34949 029 162,Alicante,14237054-A,0,0,0,0,0,0,0,0,27863,76,No,0,75,,103,0510
María Del Carmen,Peinado,Amores,Mujer,1947-06-02,1947,rosalia03@example.com,+34921 650 867,Castellón,60033197-D,0,0,0,0,0,0,0,0,27955,76,No,0,15,,115,0511
Sancho,Molins,Roig,Hombre,1912-10-17,1912,garciadelfina@example.com,+34924945318,Huesca,84474929-T,0,0,0,0,0,0,0,0,40601,111,No,0,10,,126,0512
Marisa,Blanes,Briones,Mujer,1962-04-20,1962,yplaza@example.org,+34807682676,Córdoba,52855631-X,0,0,0,0,0,0,0,0,22519,61,No,0,83,,118,0513
Consuela,Escobar,Gárate,Mujer,1903-10-14,1903,grandedelfina@example.net,+34 971 83 85 30,Cuenca,22488746-U,0,0,0,0,0,0,0,0,43892,120,No,0,76,,120,0514
Calisto,Barral,Bauzà,Hombre,1948-03-16,1948,huguetanselma@example.net,+34927 076 235,Soria,98372709-T,0,0,0,0,0,0,0,0,27667,75,No,0,74,,145,0515
Claudia,Manuel,Delgado,Mujer,1931-09-19,1931,aduenas@example.net,+34928750017,Valencia,58103247-H,0,0,0,0,0,0,0,0,33690,92,No,0,0,2023-09-17,149,0516
Melchor,Rios,Agullo,Hombre,1951-10-12,1951,jordanmarcio@example.com,+34 982145791,Badajoz,49589576-K,0,0,0,0,0,0,0,0,26362,72,No,0,79,,107,0517
Aroa,Cañizares,Rosa,Mujer,1903-06-25,1903,eliseocarrion@example.net,+34975 61 07 76,Ceuta,92299149-H,0,0,0,0,0,0,0,0,44003,120,No,0,60,,116,0518
Diego,Romero,Carrión,Hombre,1904-01-30,1904,ysantana@example.com,+34641 70 65 56,Castellón,24644651-F,0,0,0,0,0,0,0,0,43784,119,No,0,92,,115,0519
Carlota,Riera,Diego,Mujer,1905-03-16,1905,lucianochamorro@example.org,+34988 41 02 62,Burgos,61405279-N,0,0,0,0,0,0,0,0,43373,118,No,0,74,,111,0520
Águeda,Coello,Botella,Mujer,1960-02-18,1960,merche64@example.org,+34 963052182,Guadalajara,31285238-K,0,0,0,0,0,0,0,0,23311,63,No,0,93,,124,0521
Ignacio,Campo,Castells,Hombre,1926-11-12,1926,domenechflora@example.net,+34803839362,La Rioja,76816391-P,0,0,0,0,0,0,0,0,35462,97,No,0,41,,128,0522
Borja,Bermejo,Merino,Hombre,1956-08-23,1956,smarques@example.org,+34 987 67 90 09,Zamora,37973071-T,0,0,0,0,0,0,0,0,24585,67,No,0,98,,151,0523
Merche,Bayón,Fonseca,Mujer,1940-12-10,1940,inocencio42@example.org,+34921387203,Toledo,73470813-N,0,0,0,0,0,0,0,0,30320,83,No,0,12,,148,0524
María Manuela,Carpio,Córdoba,Mujer,1957-12-25,1957,leonor63@example.net,+34 924 948 763,Salamanca,94463438-E,0,0,0,0,0,0,0,0,24096,65,No,0,92,,141,0525
Pili,Calvet,Luz,Mujer,1940-08-19,1940,nevadoteobaldo@example.com,+34943979836,"Balears, Illes",90856052-O,0,0,0,0,0,0,0,0,30433,83,No,0,50,,108,0526
Raquel,Arévalo,Mendez,Mujer,1963-05-24,1963,amador23@example.com,+34 922580235,Palencia,79309004-I,0,0,0,0,0,0,0,0,22120,60,No,0,4,,138,0527
Maxi,Gallart,Bastida,Mujer,1940-07-28,1940,vsacristan@example.com,+34927 45 32 29,Almería,25927006-O,0,0,0,0,0,0,0,0,30455,83,No,0,18,,104,0528
Rico,Lago,Quiroga,Hombre,1955-03-23,1955,esparzaquirino@example.net,+34713 33 55 72,Guadalajara,67516322-Q,0,0,0,0,0,0,0,0,25104,68,No,0,87,,124,0529
Vidal,Castilla,Leiva,Hombre,1906-11-01,1906,martin96@example.net,+34 820 86 96 98,Asturias,99478027-Z,0,92,26,38,0,0,0,0,42778,117,No,0,10,,105,0530
Sabas,Gámez,Hernandez,Hombre,1915-09-03,1915,pelorza@example.org,+34 926 576 390,Huelva,13477428-Q,0,0,0,0,0,0,0,0,39550,108,No,0,96,,125,0531
Jennifer,Pi,Terrón,Mujer,1954-04-24,1954,felixalmazan@example.org,+34 974 714 127,Toledo,86113929-F,0,0,0,0,0,0,0,0,25437,69,No,0,64,,148,0532
Clarisa,Puga,Valverde,Mujer,1928-09-03,1928,losadarosalinda@example.org,+34871499127,Gipuzkoa,53205745-V,0,0,0,0,0,0,0,0,34801,95,No,0,90,,121,0533
Jenaro,Rosales,Carbó,Hombre,1907-09-13,1907,wfabregas@example.com,+34 883 950 103,Toledo,26677900-C,0,0,0,0,0,0,0,0,42462,116,No,0,66,,148,0534
Otilia,Carreras,Gonzalo,Mujer,1956-04-13,1956,evalles@example.org,+34807 144 192,Soria,54960083-J,0,0,0,0,0,0,0,0,24717,67,No,0,50,,145,0535
Luisina,Guillen,Roda,Mujer,1918-09-11,1918,marisa10@example.org,+34 918082359,Huelva,66104428-A,0,0,0,0,0,0,0,0,38446,105,No,0,35,,125,0536
Fátima,Roselló,Matas,Mujer,1926-08-05,1926,nfiol@example.net,+34 982 120 239,Badajoz,59800118-O,0,0,0,0,99,0,44,0,35561,97,No,0,97,,107,0537
Consuelo,Clavero,Gual,Mujer,1938-03-06,1938,primitivaguillen@example.com,+34 746609706,Cádiz,53937620-W,0,0,0,0,0,0,0,0,31330,85,No,0,4,,113,0538
Chita,Mir,Verdú,Mujer,1910-01-17,1910,gilbanos@example.com,+34880 058 277,"Balears, Illes",86630566-W,0,0,0,0,0,0,0,0,41605,113,No,0,5,,108,0539
Isaías,Melero,Miró,Hombre,1940-01-27,1940,isidora15@example.com,+34 982302190,"Balears, Illes",66755442-A,0,0,0,0,32,0,0,100,30638,83,No,0,9,,108,0540
José Manuel,Mir,Valle,Hombre,1956-09-19,1956,zverdu@example.net,+34 928 114 799,Lugo,97555442-K,0,0,0,0,0,0,0,0,24558,67,No,0,59,,131,0541
Danilo,Gómez,Baena,Hombre,1912-07-29,1912,gelabertmateo@example.com,+34 820 46 18 59,Huelva,94452328-W,0,0,0,0,0,0,0,0,40681,111,No,0,85,,125,0542
